bedrooms,bathrooms,area,lot_size,floors,age,garage,fireplace,renovated,neighborhood,distance_city,price,price_hilo
5,5.0,4543,6556.0,2,23,1,0,0,0,15.23,1213797.0,1
3,3.0,2281,1748.0,1,105,1,0,0,1,1.7,746293.0,0
1,2.0,600,2812.0,2,46,1,0,0,1,2.4,354536.0,0
4,4.5,3339,2919.0,1,34,1,0,0,1,3.79,932470.0,1
4,5.0,3601,2679.0,2,87,1,1,0,1,12.96,926610.0,1
4,4.5,4506,4708.0,1,9,0,0,1,0,16.64,1134418.0,1
4,5.0,2614,5518.0,2,27,1,0,0,0,19.4,656927.0,0
4,4.0,3256,5099.0,1,75,0,1,0,0,12.27,840489.0,1
3,4.0,2209,3886.0,2,11,1,1,0,1,7.68,711254.0,0
6,5.0,4257,3705.0,1,42,1,1,0,0,17.75,1078906.0,1
2,3.0,1991,3237.0,1,9,1,0,1,1,12.47,559643.0,0
4,4.5,3713,2104.0,2,109,1,0,0,0,15.14,786257.0,0
2,2.0,1099,3447.0,1,75,1,0,0,1,3.6,409230.0,0
3,3.5,2786,13218.0,1,55,1,0,0,0,16.0,806503.0,1
4,5.0,3150,5026.0,2,19,0,1,0,0,18.43,764978.0,0
4,4.5,3396,2380.0,1,113,0,1,0,1,9.28,918363.0,1
3,3.0,2615,1774.0,1,2,1,1,1,1,8.45,675276.0,0
4,4.0,2939,3658.0,2,121,1,1,0,0,19.98,667020.0,0
4,4.0,3347,2260.0,2,84,1,0,0,0,15.57,780620.0,0
4,5.0,3154,3523.0,2,102,1,0,0,1,8.55,910367.0,1
3,3.5,2271,6785.0,1,33,1,1,0,1,8.03,835692.0,1
3,3.0,2923,3025.0,1,13,1,0,0,0,25.21,765647.0,0
4,4.5,3068,3905.0,1,32,1,0,0,0,11.81,858509.0,1
5,5.0,3684,1584.0,2,86,0,1,0,0,6.88,1019171.0,1
4,4.0,3689,2234.0,2,21,0,0,0,1,1.59,1014924.0,1
4,5.0,3043,5359.0,1,26,1,0,0,0,8.36,769708.0,0
3,3.5,1855,7564.0,1,75,0,1,0,1,2.53,659759.0,0
3,3.0,2247,2582.0,1,58,1,0,1,1,1.59,689368.0,0
4,4.0,3272,6069.0,2,52,1,0,0,1,9.12,948540.0,1
6,5.0,4216,2281.0,3,48,1,1,0,1,1.66,1148759.0,1
3,3.5,2469,5448.0,1,34,0,1,0,1,15.07,737900.0,0
5,5.0,4246,4856.0,1,83,1,0,0,1,13.59,1055793.0,1
6,5.0,4283,2887.0,1,7,1,0,1,1,11.52,1128355.0,1
4,4.0,3138,10177.0,2,81,1,1,0,1,2.16,956779.0,1
3,3.0,2639,1737.0,2,73,1,1,0,0,17.87,685051.0,0
4,4.0,2979,2141.0,1,116,1,1,0,1,12.44,808233.0,1
3,3.0,1968,3484.0,1,124,1,0,0,0,17.1,502171.0,0
4,4.5,3585,3144.0,2,74,0,0,0,0,25.9,799404.0,1
3,3.5,3147,1731.0,1,46,1,1,0,1,1.96,854773.0,1
3,3.0,2054,2000.0,2,32,0,1,0,0,21.99,460529.0,0
5,5.0,3790,2221.0,1,96,0,1,0,1,9.68,1024214.0,1
4,4.0,3363,7911.0,1,49,1,0,1,1,10.24,1046236.0,1
4,4.5,2896,2624.0,2,71,1,1,0,1,5.94,863250.0,1
4,4.0,3219,1543.0,1,8,1,1,1,1,8.41,912743.0,1
2,2.5,1563,3970.0,2,83,1,1,0,1,4.6,557312.0,0
5,5.0,4103,10199.0,2,112,0,1,0,1,8.22,1201036.0,1
3,3.5,2570,4291.0,1,89,0,0,0,0,15.92,633086.0,0
3,4.0,3083,2455.0,2,86,1,0,0,0,15.2,690634.0,0
3,3.0,2264,3068.0,2,16,1,0,0,0,15.54,634817.0,0
3,3.0,2604,9114.0,1,3,1,1,1,1,5.84,803282.0,1
4,4.0,2871,2295.0,1,54,1,0,1,0,27.63,708107.0,0
5,5.0,4241,3737.0,2,113,0,0,0,0,21.69,903266.0,1
4,4.0,3174,5915.0,2,13,1,1,0,1,11.77,958060.0,1
4,5.0,3165,2758.0,1,123,1,0,0,1,6.16,898519.0,1
4,4.0,3097,2665.0,1,35,1,0,0,1,5.14,929421.0,1
4,5.0,2945,2141.0,2,28,1,0,0,0,14.26,806730.0,1
3,3.5,1976,3637.0,2,113,0,0,0,1,2.28,648117.0,0
2,2.0,1678,3705.0,1,52,1,1,0,0,9.98,502312.0,0
5,5.0,2832,3773.0,1,53,1,0,0,1,6.67,907669.0,1
4,4.5,2845,3518.0,2,40,0,1,0,0,13.33,739194.0,0
3,3.0,2728,1505.0,2,77,0,1,0,1,2.24,739255.0,0
4,5.0,3381,2477.0,2,4,1,1,1,1,4.15,991528.0,1
4,4.0,3873,2608.0,1,24,0,1,0,0,11.11,962830.0,1
3,3.5,2599,7538.0,1,81,1,0,0,0,28.28,571410.0,0
4,5.0,2011,1808.0,2,24,1,0,0,1,7.77,579607.0,0
5,5.0,5079,6518.0,1,120,1,1,0,1,8.91,1286485.0,1
3,4.0,2863,2711.0,2,37,1,0,0,1,7.03,835875.0,1
3,3.0,1661,2192.0,1,78,1,0,0,1,5.07,544438.0,0
3,4.0,1783,9020.0,1,46,0,1,0,1,11.21,562859.0,0
3,3.0,2041,6216.0,2,88,0,0,1,1,10.57,622311.0,0
4,4.0,2521,1949.0,1,29,1,1,0,1,3.25,834851.0,1
4,4.5,3187,7025.0,1,69,0,0,0,0,13.54,799246.0,1
4,4.5,3599,2970.0,1,13,1,0,0,1,3.17,997736.0,1
5,5.0,3615,1500.0,1,47,1,0,0,1,8.53,1018238.0,1
3,4.0,3049,5346.0,2,5,1,0,1,1,11.16,873550.0,1
6,5.0,4507,4140.0,1,31,0,1,0,1,14.73,1147314.0,1
2,2.5,1614,8725.0,2,55,1,1,1,1,3.72,698777.0,0
3,3.0,2376,3291.0,2,30,0,1,0,1,9.95,754864.0,0
3,3.5,2131,7299.0,2,36,1,1,0,1,12.24,685092.0,0
4,4.5,3444,2210.0,1,57,1,0,0,0,19.46,803768.0,1
4,4.5,2905,1527.0,2,30,0,1,1,1,7.19,865232.0,1
4,5.0,3464,2974.0,2,20,0,0,0,0,15.81,912925.0,1
4,4.0,2009,7764.0,1,68,0,1,1,1,8.26,667991.0,0
3,3.0,2188,2033.0,1,25,1,1,0,1,8.44,738862.0,0
4,4.0,3282,5060.0,1,32,1,0,0,0,22.68,847192.0,1
4,4.0,2978,7940.0,2,14,1,0,0,0,14.82,748147.0,0
5,5.0,3246,2854.0,2,23,0,1,0,1,12.0,847708.0,1
3,3.5,2550,1690.0,2,27,1,1,0,1,11.23,817192.0,1
3,3.0,2472,1849.0,2,52,1,1,0,1,8.72,756565.0,0
3,3.5,2254,2295.0,2,98,1,0,0,0,15.35,691973.0,0
3,4.0,2837,2077.0,1,27,1,1,0,1,4.91,818205.0,1
3,3.5,2946,3883.0,2,38,1,0,0,0,13.34,802789.0,1
4,4.5,3706,1785.0,1,45,1,1,0,0,17.72,917166.0,1
4,4.5,2915,3851.0,1,46,1,1,0,0,12.47,802286.0,1
4,4.0,2834,1742.0,1,120,0,1,1,0,23.86,795023.0,1
4,5.0,3296,2963.0,2,40,1,1,0,1,2.78,911467.0,1
2,2.0,2067,3349.0,1,94,0,0,0,0,20.12,455443.0,0
5,5.0,3541,4025.0,2,104,0,0,0,1,10.64,1057912.0,1
2,2.5,2076,4269.0,2,67,0,0,0,1,2.25,665856.0,0
4,4.0,2494,1816.0,1,79,1,1,0,1,4.43,810925.0,1
3,3.0,2497,4330.0,2,67,1,1,0,0,21.69,655575.0,0
4,5.0,3042,3877.0,1,50,1,1,0,1,4.13,907439.0,1
5,5.0,3983,1513.0,1,85,1,0,0,1,1.48,1051832.0,1
3,3.5,2557,3058.0,2,92,1,1,0,1,7.56,817091.0,1
5,5.0,3096,1957.0,2,77,1,1,0,1,11.85,891084.0,1
4,4.5,3078,4354.0,2,46,0,0,0,1,0.9,898260.0,1
3,4.0,2892,3637.0,2,56,1,1,0,0,20.76,676322.0,0
2,2.5,1320,5481.0,3,2,1,0,1,0,17.94,473738.0,0
4,4.5,2325,12578.0,1,30,1,1,0,1,3.83,847447.0,1
5,5.0,3691,2630.0,1,4,0,0,1,1,5.2,1110066.0,1
4,4.0,2671,4848.0,2,120,1,1,0,0,16.74,781808.0,0
4,5.0,3202,15241.0,2,76,1,0,0,1,5.21,1078645.0,1
2,2.0,2030,1628.0,2,77,0,0,0,0,17.97,446326.0,0
3,3.0,2231,1705.0,2,49,1,0,0,1,1.43,719646.0,0
5,5.0,3477,1811.0,2,113,0,1,0,0,24.67,849471.0,1
5,5.0,3954,1815.0,1,8,1,1,1,0,15.93,1079013.0,1
5,5.0,3463,4887.0,1,46,1,1,0,1,7.15,1041162.0,1
4,5.0,2990,1505.0,3,32,1,1,1,0,15.74,933243.0,1
3,4.0,1831,2389.0,2,51,0,1,0,1,11.27,623554.0,0
6,5.0,4617,3189.0,2,14,1,1,0,1,3.0,1211576.0,1
3,3.5,2063,3186.0,1,114,1,0,0,1,2.73,656249.0,0
4,4.5,3414,3107.0,2,39,1,1,0,0,7.74,889905.0,1
4,4.0,2504,1512.0,1,2,0,0,1,0,21.44,584429.0,0
3,3.0,2175,2790.0,1,23,1,1,0,1,3.13,725752.0,0
3,3.0,2457,4323.0,1,3,1,0,1,1,9.02,730432.0,0
3,3.5,1912,1776.0,3,89,1,0,0,0,12.89,519940.0,0
6,5.0,3944,2151.0,2,68,1,0,0,0,25.06,968295.0,1
4,4.0,1976,2023.0,2,69,1,1,0,0,12.26,627662.0,0
4,5.0,3756,3293.0,2,28,1,1,0,0,13.28,926567.0,1
3,3.0,1847,8161.0,2,8,1,1,1,1,3.13,745853.0,0
4,4.0,2808,2142.0,2,83,1,1,0,1,10.43,880767.0,1
4,5.0,2877,6658.0,1,67,0,1,0,0,8.52,782556.0,0
2,2.0,2137,2987.0,1,86,1,0,0,0,15.6,461952.0,0
1,1.0,600,3515.0,2,66,0,1,0,0,18.24,250000.0,0
3,3.5,2328,7029.0,2,27,1,0,1,1,9.31,744036.0,0
4,4.5,2894,3301.0,2,3,1,1,1,1,4.12,977902.0,1
2,2.5,1788,2781.0,2,15,1,0,0,1,8.91,575046.0,0
4,4.0,2783,8694.0,2,13,0,0,0,1,16.77,792761.0,1
3,3.5,2599,2750.0,1,95,0,0,0,1,6.58,810354.0,1
3,3.0,1514,1745.0,1,78,0,1,0,1,6.94,449350.0,0
5,5.0,3718,3219.0,1,3,1,1,1,0,15.9,929772.0,1
5,5.0,2976,4131.0,2,123,1,1,0,0,14.78,792909.0,1
5,5.0,3251,5576.0,1,27,1,0,0,1,11.06,921417.0,1
4,4.5,2924,2087.0,2,91,1,1,1,1,2.13,888774.0,1
2,3.0,1216,4678.0,3,89,0,1,0,1,10.91,412183.0,0
4,4.0,2322,8328.0,2,2,1,1,1,1,7.6,831790.0,1
3,4.0,2533,2571.0,1,93,1,1,0,0,17.72,678612.0,0
4,4.5,3403,2065.0,1,32,0,0,0,1,13.4,865643.0,1
2,2.0,1305,3230.0,2,18,1,1,0,1,1.24,585399.0,0
4,4.0,2851,1857.0,1,53,1,0,0,1,10.84,830583.0,1
3,3.0,2551,5748.0,1,86,1,0,0,1,3.58,795955.0,1
3,3.0,1647,2727.0,2,48,1,1,0,1,0.5,644820.0,0
5,5.0,3530,2423.0,2,103,1,1,0,1,7.32,970633.0,1
3,3.0,2202,1871.0,2,118,1,1,0,1,5.82,675416.0,0
4,4.0,2950,1779.0,2,109,0,0,0,1,1.62,830105.0,1
1,1.0,600,9360.0,1,52,1,1,0,0,11.37,334918.0,0
1,2.0,1354,2746.0,3,57,1,0,0,1,3.0,413441.0,0
1,2.0,707,3059.0,2,71,1,1,0,0,14.83,250000.0,0
4,4.0,3282,3445.0,1,47,1,1,0,0,14.36,780768.0,0
3,4.0,2210,1896.0,1,42,1,1,1,1,10.18,705401.0,0
3,4.0,2601,6587.0,1,79,0,0,0,1,2.37,867259.0,1
4,4.0,2799,3499.0,2,63,1,0,0,1,7.09,818505.0,1
3,3.0,2290,2589.0,2,14,1,0,0,0,21.09,569460.0,0
3,3.5,2053,2904.0,3,112,1,0,0,1,13.23,705845.0,0
6,5.0,3992,4486.0,1,96,1,0,0,1,1.79,1082431.0,1
3,3.5,3254,10493.0,1,102,1,0,0,1,3.85,984407.0,1
4,4.0,3474,2799.0,1,43,1,0,0,0,20.93,791229.0,1
3,3.5,2624,3992.0,2,41,1,0,0,1,2.92,920509.0,1
4,4.0,2677,5650.0,2,36,1,0,0,1,11.93,806561.0,1
4,4.5,3556,5947.0,1,31,0,0,1,1,4.03,989020.0,1
5,5.0,3780,2061.0,2,47,1,1,1,0,17.25,1011309.0,1
4,5.0,3608,6625.0,1,29,1,0,0,1,11.45,1042097.0,1
3,3.0,1811,3406.0,1,120,1,0,0,0,14.68,507659.0,0
3,3.0,2184,2195.0,1,73,1,0,0,0,12.92,526337.0,0
6,5.0,3909,4163.0,3,78,0,1,0,0,13.24,981341.0,1
5,5.0,4405,5147.0,1,4,1,1,1,0,20.3,1122431.0,1
5,5.0,3706,2979.0,2,110,1,0,0,0,16.08,975939.0,1
6,5.0,4404,1732.0,2,12,1,0,0,1,3.8,1204213.0,1
3,3.5,2037,1562.0,1,55,1,1,1,0,14.62,635802.0,0
6,5.0,4215,3546.0,2,46,0,0,0,0,14.86,1015753.0,1
5,5.0,4115,2844.0,3,48,1,1,0,0,14.3,1059611.0,1
3,3.5,2331,3228.0,3,3,0,1,1,1,3.28,828057.0,1
3,4.0,2943,4009.0,1,98,1,0,1,1,8.95,795010.0,1
4,4.5,3223,8183.0,1,101,1,0,0,1,8.19,958456.0,1
5,5.0,3364,1747.0,1,123,1,1,0,1,9.78,865239.0,1
4,5.0,2695,9259.0,1,121,1,0,0,0,6.44,781018.0,0
3,3.0,2078,1579.0,2,121,1,1,0,1,2.85,681462.0,0
1,1.5,994,2113.0,1,68,1,1,0,1,7.22,389820.0,0
3,3.5,2052,4312.0,1,96,1,0,0,1,12.54,666242.0,0
5,5.0,3981,3667.0,3,123,1,0,0,1,1.68,1153399.0,1
5,5.0,3623,2169.0,1,46,1,1,0,1,4.05,1042259.0,1
3,4.0,2702,3263.0,1,14,1,0,1,1,7.63,724396.0,0
4,5.0,3210,2219.0,3,5,0,0,1,1,9.3,946172.0,1
2,2.0,1795,1650.0,1,74,1,1,0,1,12.41,595531.0,0
4,4.0,3178,2532.0,2,41,0,0,1,1,6.73,854457.0,1
3,4.0,2439,2737.0,2,20,0,0,0,0,16.72,614307.0,0
3,3.0,1625,1725.0,2,52,1,0,0,1,11.54,658195.0,0
3,3.0,2794,4339.0,2,42,1,1,0,1,10.51,784107.0,0
6,5.0,3745,1957.0,1,55,0,0,1,1,8.14,1044751.0,1
2,2.5,1601,2572.0,1,105,1,0,0,0,23.72,434831.0,0
6,5.0,4984,3521.0,2,90,1,1,0,0,14.47,1297423.0,1
3,4.0,2881,1885.0,1,94,1,0,0,1,10.82,759389.0,0
4,4.0,3305,1843.0,2,19,1,1,0,1,2.76,904009.0,1
4,4.0,3157,3030.0,1,23,1,0,0,0,17.16,745567.0,0
3,4.0,3087,6662.0,1,93,1,0,0,0,14.23,850256.0,1
5,5.0,3676,5670.0,1,106,1,0,0,0,0.5,898668.0,1
2,2.0,1007,2928.0,1,62,1,1,0,0,13.34,305732.0,0
3,4.0,2459,3683.0,2,43,1,0,0,0,23.03,557351.0,0
3,3.5,2274,2751.0,1,70,0,1,0,1,2.63,651485.0,0
3,3.0,1561,8010.0,2,115,0,0,1,1,4.75,654790.0,0
3,3.0,2317,1935.0,1,53,0,1,0,1,1.8,719027.0,0
3,3.0,2527,5958.0,2,11,1,0,0,1,1.93,823504.0,1
4,4.0,2222,3030.0,1,63,1,1,1,0,13.72,667759.0,0
3,4.0,2494,11531.0,1,65,1,0,0,1,5.4,804774.0,1
1,1.0,600,3403.0,1,43,1,1,0,0,12.71,252047.0,0
6,5.0,4566,1814.0,2,62,0,1,0,1,6.59,1219414.0,1
4,4.5,3098,3373.0,1,58,0,0,0,1,9.31,911727.0,1
4,4.5,3019,2130.0,1,44,1,1,0,0,9.33,770945.0,0
4,4.0,2071,4012.0,1,78,1,1,1,0,16.37,680592.0,0
3,3.0,1856,3913.0,2,57,1,1,0,0,9.05,617025.0,0
3,3.0,2797,3935.0,3,30,1,1,0,1,5.83,872288.0,1
1,1.5,721,2038.0,1,105,1,0,0,0,24.31,250000.0,0
2,2.0,1597,4848.0,2,2,0,1,1,0,11.5,460706.0,0
4,5.0,3455,6314.0,2,3,1,1,1,1,3.43,894480.0,1
3,3.0,2264,3130.0,2,26,1,1,0,1,2.35,743573.0,0
6,5.0,3715,1600.0,2,39,1,0,0,1,8.44,1006476.0,1
2,3.0,1439,1562.0,2,68,0,1,0,0,12.52,375663.0,0
3,3.0,2506,2005.0,2,48,1,1,0,1,4.54,748239.0,0
3,3.0,2608,2696.0,1,77,0,0,0,1,1.88,725750.0,0
1,1.5,863,6451.0,1,114,0,1,0,1,7.48,389257.0,0
3,4.0,1989,1594.0,2,37,1,0,0,1,11.11,688489.0,0
5,5.0,3466,2580.0,1,15,0,1,0,1,9.24,929546.0,1
3,3.0,2380,4316.0,2,55,1,1,0,0,11.56,674749.0,0
4,4.0,2903,4393.0,3,91,1,1,0,0,19.99,704893.0,0
4,4.0,2677,2590.0,1,60,1,0,1,1,7.43,784408.0,0
3,3.5,2014,3332.0,2,32,1,1,0,1,4.73,668348.0,0
4,4.0,2702,1995.0,1,124,1,1,0,1,7.6,864766.0,1
4,4.5,3185,1862.0,2,35,0,1,0,1,3.5,903375.0,1
3,3.0,2180,4691.0,1,78,1,0,0,0,12.29,681931.0,0
5,5.0,2555,2418.0,2,102,1,1,0,1,8.86,820242.0,1
3,3.5,3256,6806.0,2,37,1,0,0,0,9.29,999741.0,1
3,4.0,2669,2761.0,2,17,1,1,0,1,3.4,916069.0,1
6,5.0,4514,2461.0,2,76,1,0,0,0,14.9,1053934.0,1
4,4.5,3576,1669.0,1,4,1,1,1,1,0.83,1026828.0,1
5,5.0,4157,2916.0,2,30,1,0,0,1,10.54,1168861.0,1
2,2.0,1047,1663.0,1,69,1,1,1,0,17.68,274687.0,0
3,3.5,1887,3202.0,1,3,0,1,1,1,3.75,670972.0,0
4,4.0,3604,1829.0,1,30,1,0,0,1,4.59,995002.0,1
3,3.5,1830,3685.0,1,53,0,1,1,0,19.41,503732.0,0
4,4.0,2997,6320.0,1,24,1,1,0,1,5.68,879106.0,1
3,3.0,2037,3795.0,2,107,0,0,0,1,2.72,609621.0,0
3,3.5,2334,1722.0,1,15,0,0,0,0,16.43,553004.0,0
4,5.0,3147,5559.0,2,81,1,1,0,1,12.29,896523.0,1
4,4.0,3079,2439.0,2,31,1,0,0,1,2.14,925866.0,1
4,5.0,2685,1723.0,1,48,1,0,0,0,17.22,664244.0,0
5,5.0,4237,2521.0,1,76,1,0,0,1,9.33,1161409.0,1
2,3.0,1822,5546.0,1,52,1,0,0,0,15.66,528733.0,0
3,4.0,2371,4770.0,3,55,1,0,0,1,3.47,764122.0,0
2,2.0,908,7726.0,1,63,0,1,1,0,14.13,446770.0,0
5,5.0,4437,5198.0,2,77,1,0,0,0,10.82,1137477.0,1
5,5.0,3845,3940.0,2,69,1,1,0,1,17.15,965934.0,1
2,2.5,1423,6447.0,1,44,1,1,0,1,0.92,590826.0,0
3,4.0,1547,7476.0,2,51,1,0,1,0,19.23,503616.0,0
2,2.5,1278,1874.0,1,108,1,0,0,1,4.72,429831.0,0
1,2.0,1352,3435.0,1,91,0,1,0,1,3.15,620996.0,0
4,5.0,3442,3906.0,1,31,1,1,0,1,7.69,1010386.0,1
6,5.0,3753,2946.0,2,96,1,1,0,1,12.19,1010872.0,1
5,5.0,3340,3761.0,1,8,1,1,1,1,7.75,1123547.0,1
4,4.0,3035,2832.0,2,83,1,1,0,1,13.4,905403.0,1
4,4.0,3246,5459.0,2,63,1,0,1,1,11.98,945312.0,1
5,5.0,3472,4486.0,1,63,0,0,0,1,9.79,865188.0,1
5,5.0,3493,2472.0,1,8,1,0,1,0,11.99,852795.0,1
3,3.0,1806,2863.0,2,64,1,1,0,0,15.27,527398.0,0
4,4.5,3581,1948.0,2,42,1,0,0,1,8.82,971780.0,1
4,4.0,2296,4707.0,1,64,0,1,0,1,6.29,693790.0,0
5,5.0,4388,3816.0,2,23,0,1,0,1,7.55,1124186.0,1
2,2.5,1660,8074.0,2,15,1,1,0,1,6.05,622643.0,0
4,4.5,2596,2640.0,1,11,1,1,0,0,15.38,679869.0,0
2,3.0,1587,2439.0,2,24,0,0,0,1,3.64,527622.0,0
1,1.5,754,2993.0,2,66,1,1,0,0,12.07,250000.0,0
2,2.5,1290,3965.0,2,49,1,0,0,0,18.48,380651.0,0
2,2.0,1458,4398.0,2,3,0,1,1,1,16.58,534172.0,0
6,5.0,5120,3396.0,2,68,1,0,1,1,3.24,1292289.0,1
3,4.0,2543,2365.0,1,27,0,1,0,1,6.86,793715.0,1
5,5.0,3397,2556.0,2,45,1,0,0,1,8.18,906514.0,1
3,3.5,1926,1511.0,2,81,0,1,0,1,8.81,589143.0,0
4,4.0,3556,1909.0,2,99,1,0,0,1,6.86,982907.0,1
6,5.0,4001,3175.0,1,54,1,0,0,0,18.94,1034078.0,1
3,3.5,2762,3396.0,1,51,1,0,0,0,17.6,687171.0,0
5,5.0,4091,2933.0,1,63,1,1,0,1,10.19,1080497.0,1
4,4.5,3388,2336.0,2,2,1,1,1,1,3.2,1052974.0,1
5,5.0,3909,6247.0,2,120,1,0,0,1,6.96,1104241.0,1
3,4.0,2649,3386.0,2,53,1,1,0,1,2.12,837729.0,1
4,4.0,2935,3035.0,1,84,0,0,0,1,12.07,779759.0,0
4,4.5,2626,4129.0,1,73,1,1,1,1,8.03,891124.0,1
3,3.0,2506,5103.0,2,14,1,0,0,0,29.52,568524.0,0
4,4.0,3309,9170.0,2,105,1,1,0,0,10.31,914532.0,1
5,5.0,4040,7823.0,2,34,1,0,0,1,2.1,1177464.0,1
4,4.0,3203,1950.0,3,86,0,0,0,0,12.44,876399.0,1
3,3.0,2254,4746.0,1,53,1,1,0,0,13.02,684241.0,0
3,3.0,1951,4769.0,1,98,1,0,0,1,12.23,579006.0,0
3,4.0,2045,8430.0,2,100,0,1,0,1,6.45,719906.0,0
4,5.0,2514,2619.0,2,65,1,1,0,0,15.62,671069.0,0
3,3.5,2042,3010.0,2,32,0,1,0,0,13.76,535067.0,0
3,3.5,2414,2256.0,2,54,1,1,1,1,5.32,745475.0,0
4,4.5,2401,6922.0,2,23,1,0,0,1,3.38,753603.0,0
3,3.5,2538,2761.0,2,11,1,1,0,1,2.65,782134.0,0
3,4.0,2835,1506.0,1,81,1,1,1,0,15.58,718952.0,0
4,4.0,2876,3541.0,2,104,0,0,0,1,5.65,935285.0,1
3,3.0,2320,4682.0,1,86,0,0,0,1,13.69,617264.0,0
3,3.5,2596,1567.0,1,12,1,1,0,1,6.85,765047.0,0
4,4.0,2901,4552.0,1,23,1,0,0,1,2.31,860490.0,1
3,4.0,2490,5500.0,2,48,0,0,0,1,8.73,787965.0,0
3,3.0,2781,2032.0,1,64,0,0,0,1,9.4,788174.0,0
3,3.0,1633,4787.0,2,76,1,1,0,1,5.62,554171.0,0
4,4.5,2669,13964.0,1,93,1,1,0,1,4.04,946717.0,1
4,4.5,2802,2263.0,1,2,1,1,1,1,9.71,849628.0,1
2,3.0,2171,4847.0,2,17,1,1,0,1,8.44,651871.0,0
5,5.0,3838,2749.0,2,84,1,1,0,1,10.55,1031639.0,1
3,3.5,2365,4086.0,1,80,1,0,0,1,10.31,634938.0,0
3,3.0,2240,7521.0,1,15,1,1,0,1,6.73,750447.0,0
4,4.0,2736,5518.0,2,29,1,0,0,1,7.05,784729.0,0
3,3.0,2581,2091.0,1,81,1,0,0,0,9.57,609801.0,0
3,4.0,2034,4130.0,1,27,1,0,0,0,12.89,649198.0,0
3,3.0,2232,4804.0,2,89,1,0,0,0,18.18,506309.0,0
4,4.0,3285,1858.0,1,37,1,0,0,1,12.66,908008.0,1
3,3.0,2312,1846.0,2,60,1,1,0,1,1.73,657909.0,0
5,5.0,4385,2183.0,2,10,0,0,1,1,4.32,1166457.0,1
6,5.0,3707,4349.0,3,29,1,0,0,0,18.74,944025.0,1
4,4.5,3340,2132.0,1,47,1,0,0,1,4.75,904158.0,1
4,4.0,2946,3781.0,1,47,1,0,0,1,5.77,845191.0,1
3,3.0,1842,4134.0,1,38,1,1,1,1,8.17,728632.0,0
3,4.0,2472,3262.0,2,67,1,1,0,1,5.54,698034.0,0
3,3.0,2219,8694.0,1,108,1,0,0,0,22.16,585366.0,0
3,3.5,2147,3388.0,1,42,1,1,0,1,1.62,662606.0,0
4,4.5,3427,4043.0,1,109,0,1,0,1,9.67,1009542.0,1
3,4.0,2133,3794.0,1,22,1,1,0,1,9.35,595686.0,0
3,3.0,2574,1717.0,1,102,1,0,0,1,4.76,823000.0,1
2,3.0,1336,2185.0,1,106,0,1,1,1,2.3,512341.0,0
6,5.0,4348,4262.0,2,75,1,0,0,1,8.38,1211175.0,1
3,4.0,3043,2115.0,2,81,1,0,0,0,9.43,818734.0,1
4,5.0,2691,2075.0,1,67,0,1,0,1,7.1,748447.0,0
3,4.0,2377,3478.0,1,61,0,1,1,1,10.49,647856.0,0
4,4.0,2746,1556.0,1,20,1,1,0,1,2.37,821433.0,1
2,2.5,1162,11079.0,1,24,1,0,0,0,13.97,430652.0,0
3,3.0,2113,1907.0,1,74,0,0,0,1,14.3,604134.0,0
6,5.0,4576,2180.0,1,60,1,1,0,0,8.56,1160984.0,1
4,4.0,2952,2711.0,1,111,1,1,0,1,2.88,917368.0,1
5,5.0,4035,2935.0,1,60,1,0,0,1,13.71,1078805.0,1
3,3.0,2040,2666.0,1,4,0,0,1,0,9.03,627635.0,0
5,5.0,2990,4715.0,1,106,1,1,0,0,18.9,886720.0,1
5,5.0,3740,4719.0,2,87,1,1,0,1,1.65,1129035.0,1
4,4.5,3293,4176.0,1,93,0,0,1,1,3.92,974839.0,1
4,5.0,3057,3896.0,2,11,0,0,0,0,14.06,815679.0,1
4,4.5,2575,4972.0,1,53,0,1,0,1,11.21,853622.0,1
3,3.5,2069,4201.0,1,81,1,1,1,1,5.79,673134.0,0
3,3.0,2244,2703.0,2,69,1,1,1,0,24.6,501718.0,0
5,5.0,3572,2279.0,2,121,0,0,1,0,18.9,888465.0,1
3,3.5,2328,7338.0,2,11,0,0,0,0,6.97,609683.0,0
5,5.0,3514,11184.0,1,11,0,1,0,1,9.79,1097765.0,1
2,2.0,1335,4625.0,2,58,0,1,0,1,6.94,516726.0,0
4,4.5,3190,2564.0,2,52,0,1,0,1,1.45,890301.0,1
3,3.0,2496,2369.0,2,20,0,0,0,1,7.75,688248.0,0
4,5.0,3405,1626.0,1,121,1,0,0,0,15.04,876707.0,1
3,3.0,1634,8459.0,1,62,1,1,0,1,8.09,606551.0,0
5,5.0,3453,4063.0,1,22,1,1,0,1,3.53,969421.0,1
3,3.0,2173,3694.0,2,28,0,1,0,1,2.78,733798.0,0
3,3.0,2553,2780.0,1,110,1,1,0,1,6.63,800195.0,1
4,4.0,2881,1817.0,1,38,1,1,0,0,4.26,823435.0,1
5,5.0,4190,3359.0,1,57,1,0,0,1,4.78,1198783.0,1
4,4.0,3341,1525.0,1,6,1,1,1,0,17.64,814600.0,1
3,3.5,2409,2390.0,2,26,1,1,0,1,10.69,750600.0,0
4,4.0,2096,6389.0,2,71,1,1,0,1,7.98,669532.0,0
2,2.5,1484,1603.0,1,74,0,0,0,1,4.91,470980.0,0
4,4.0,3085,1772.0,1,12,1,0,0,1,9.52,844372.0,1
