"reported_date_time","summary"
2021-08-09 17:00:00,"Shadow of 3 aircrafts observed flying between clouds and the sun"
2021-08-05 00:45:00,"I walked out from the cottage to the porch, noticed a crazy brightness in the sky. Saw what seemed to be 2 bright stars, one much bigge"
2021-07-18 06:00:00,"Lights hovering"
2021-07-11 15:30:00,"Oval shaped looked like a tic tac lighting over it couldnt see it clearly"
2021-07-09 14:00:00,"UAP"
2021-07-07 01:40:00,"At about 9:40 for about 12 minutes I was playing with some friends and saw a oval shape craft moving in the sky that soon disappeared."
2021-07-04 04:00:00,"Bright light and moving fast"
2021-06-25 09:30:00,"Strange  but very beautiful"
2021-06-14 17:45:00,"A cluster of 11 silver ovals moved across sky near 5 Fwy in Tustin, CA on 6/14/21"
2021-06-11 23:33:00,"White 'Orb' seen hovering in Eastern Day-time Sky"
2021-06-11 04:10:00,"I noticed something in the sky that was revolving and changed shapes I also have it on video as well"
2021-05-31 01:12:00,"still craft hangs in sky flashing a sequence of three lights then falls out of the sky and vanishes."
2021-05-24 02:30:00,"Spacecraft over Gautier, Mississippi"
2021-05-23 23:30:00,"It was an oval object with mist clinging to it"
2021-05-16 19:55:00,"Black oval object with windows shot straight up through cloud's"
2021-05-16 17:00:00,"Ball or round object very high about 25000 feet following Passenger jets."
2021-05-12 06:36:00,"Metallic white almond shaped object  with bright blue aura in dense woodland"
2021-05-10 14:30:00,"I was driving home, headed southbound on Bayshore Blvd. approaching Gandy Blvd. driving 35mph.  Approximately 6 or 7 streets north of G"
2021-05-08 20:07:00,"Glowing Oval Orb"
2021-05-07 03:30:00,"Look at the clear north Sky. Looking at big dipper. I saw 6 orbs bright light. Much larger the the stars. Moving much faster then a sat"
2021-05-06 03:30:00,"9 yellow orbs float overhead before space x satellites appear."
2021-05-03 20:00:00,"Drone footage of impossible fast moving object."
2021-05-02 04:00:00,"Was over cumberland river near bridge and flew over house on south side bluetooth radio and lights outside started to blink radio made"
2021-04-30 02:45:00,"Sighting: Date: 	April 29, 2021 Location: Corydon, Indiana Time: Approx. 10:45PM Weather: Partly cloudy with rain Visual observers: 2 D"
2021-04-28 00:26:00,"I was sitting having dinner at the dining table and I was looking out the sliding glass door when I noticed this dark object. I watched"
2021-04-27 02:25:00,"Something astounding in the skies of southeast Texas...."
2021-04-21 06:43:00,"Oval shaped, grey, hovering, no sound, fast ship."
2021-04-16 23:00:00,"Flat oval shaped object in the sky that suddenly disappeared."
2021-04-15 05:45:00,"We saw 3 glowing oval objects in the sky last night."
2021-04-13 02:50:00,"Orbs zig zagging and circular patterns."
2021-04-03 00:10:00,"Red flying object"
2021-03-31 00:29:00,"Moving lights on dark mass"
2021-03-26 09:30:00,"Oval craft with red and white lights hovering over trees"
2021-03-26 00:05:00,"Miller State Park UFO sighting, 900sqf object hovering above tree line"
2021-03-23 03:37:00,"Looked up and noticed a cylindrical object moving horizontal in the sky with what almost looked like a flame like tail."
2021-03-22 20:41:00,"Mt. Torrey road near Chinquapin Dr highly reflective oval shape spotted above tree line was almost stationary before dipping down quick"
2021-03-22 13:45:00,"It wasnt a shooting star or plane I know what I saw"
2021-03-19 17:00:00,"We saw what looked like a school of 100+ gray and white orbs."
2021-03-16 21:14:00,"Oval object flying close to the mountains"
2021-03-02 07:00:00,"I saw a bright, large, circular object flying over Provo Mountains in Provo Utah with lights running down the middle of the object."
2021-03-01 18:33:00,"Image appears from left side of screen and floats around briefly, but when video is slowed, it appears to be oval in shape."
2021-02-25 02:15:00,"Strange, unidentifiable light"
2021-02-21 00:20:00,"I was driving away from the airport area on I-275. As I'm approaching the I4 junction I witness about 15 warm hazy orange glowing orbs"
2021-02-06 05:00:00,"These unknowns have appeared nightly since 12/01/20. One night I was using my telescope to observe a meteor. I spotted something moving"
2021-02-06 01:00:00,"Fleet of 20-40 ufos descended on house, stayed long enough for my family too see them, came way down and then left"
2021-02-03 05:30:00,"Something I've never in my life seen before."
2021-02-02 17:15:00,"Hovering, shapeshifting object becomes a sold white oval."
2021-01-29 23:00:00,"Two orange orb lights with no sound"
2021-01-23 00:40:00,"From Annandale MN looking north, about 10 degrees above horizon.

Bright white large orb. Stopped/hovered and changed direction quick"
2021-01-23 01:00:00,"Unidentifying object over the ocean in Redondo Beach California. Caught on photo"
2021-01-21 13:36:00,"The unidentified flying object glowed in the early morning lit up sky almost seethrough but very distinguishable, as if it glowed very"
2021-01-20 00:53:00,"Object was moving horizontally at a very fast speed and then made a 45 degree turn downward. The object did not descend downward like a"
2021-01-17 01:47:00,"I saw a random flying oval thing in the sky for barely any time"
2021-01-15 03:15:00,"Bright oval-shaped object flying at considerable height in the night sky"
2021-01-11 01:00:00,"I was ob my way home and saw this big oval weird spaceship with two bright LED lights moving oddly really close to earth like 100ft or"
2021-01-11 01:00:00,"I was on my way home and saw this big oval weird spaceship with two bright LED lights moving oddly really close to earth like 100ft or"
2021-01-01 04:00:00,"orange light traveling east then slows, turns north and stops. 20 seconds later fades out"
2021-12-25 04:00:00,"Dark rectangular object with 6 lights flying North toward Atlantic Beach along the coast."
2021-12-04 03:30:00,"Black, Silent Craft Floating only a few hundred feet above"
2021-12-04 01:41:00,"Took a phone picture out of window while driving on highway"
2021-11-01 08:30:00,"Bright light, wouldn't show up on phone, took pictures, ship or craft,flew to other side of road in blink of eye."
2021-10-27 23:35:00,"Watched it cross the sky"
2021-10-22 03:21:00,"Witnessed a rectangular prism shaped object with 3 distinct circular red lights in a row. Sighting was west of I5, east of the flight p"
2021-10-21 09:20:00,"Green Lights"
2021-10-18 22:00:00,"I was driving home from work and saw this flying across Springfield MO at about 5pm. It hovered over downtown long enough for me to cat"
2021-10-11 22:40:00,"Large rectangular object flying low over the water."
2021-10-09 14:54:00,"Over the water roughly 10,000ft above the ocean. Just hovering in one spot slowly started to move them gone in millisecond. The shape w"
2021-10-07 05:00:00,"4 huge rectangle  lights on north  side of haleakala. Just sat there for 10 min or more..  ((NUFORC Note:  Date is flawed.  PD))"
2021-09-18 20:00:00,"Shiny, glinting, amazig maneuvers"
2021-09-02 02:35:00,"Strange lights seen near the Chippewa Valley Airport"
2021-08-17 10:00:00,"Huge dark craft (iikely 3 football fields)"
2021-08-16 02:30:00,"((HOAX))  Observing the 3 craft I think they want me  to see that for my bday I'm a UFO alien but and starship fanatic ."
2021-08-06 09:25:00,"Blue/Red flashing rectangular object, no sound, came and went silently, lasted about 20 minutes, height of 2 story building."
2021-07-10 19:00:00,"I noticed a iridescent line in the sky changed the contrast in photo and realized there was something hidden in plain sight"
2021-07-05 04:00:00,"Rectangle Hovering Craft Over Lincoln, MT"
2021-07-02 16:00:00,"Two synchronized spinning objects spotted over the new york skyline."
2021-06-28 04:45:00,"I was driving around 12:45 AM in the morning coming back from work when I first saw the object. Sometimes farmers go into the baseball"
2021-06-20 12:35:00,"I saw small metallic shiny rotating rectangle like box flying over my house and neighborhood."
2021-06-18 21:46:00,"Witnessed a large square object going from south to north while I was looking east. Black - grey color with hints of metallic reflectio"
2021-06-18 23:50:00,"Red metallic rectangular shaped object spinning horizontally in sky."
2021-05-25 04:00:00,"UFO located over South side of Chicago"
2021-05-16 13:30:00,"At around 9:30pm may 16 2021 we had a crescent moon so i brought out the telescope to look at the moon. while looking at a the moon ver"
2021-05-16 05:35:00,"A large horizontal bar of light moved slowly across the night sky, eventually lifting its back end to 45 degrees and maintaining course"
2021-05-16 04:30:00,"Three individuals witnessed a brightly lit but silent very large object for 5 minutes at 10:30pm on 5/15/2021 west of Glasgow, MT."
2021-05-09 01:25:00,"I saw a row of 5 lights, round, each one the same size appear in the sky and slowly 1 by 1 faded away at the same point in the sky."
2021-05-05 03:00:00,"Titanic size, slow, low floating, silent, rectangle"
2021-04-30 03:59:00,"Flashing red lights and white objects"
2021-04-16 01:00:00,"Saw two ufos at 8 pm in St. Charles, IL on 4/15/21, each ufo had 2 blue glowing rectangles, and flew over Meijer grocery store."
2021-04-12 03:30:00,"Large black rectangle with no lights, moving slowly, followed by what appeared to be a helicopter"
2021-04-09 01:00:00,"It was a huge craft that flew directly over my house, and flew in complete silence."
2021-03-30 05:12:00,"At 1:12 am on March 30th our ring device went off and we saw this strange object which could be a drone Showed it to many people."
2021-03-18 03:15:00,"Rapid glittering white lights."
2021-03-12 11:45:00,"Silent glowing rectangle cruises across the night sky"
2021-03-08 04:15:00,"Looking to the North, I saw a vertical rectangular exclamation point-like light slowly moving erratically to the West"
2021-03-04 13:00:00,"Rectangular shape with two rows of yellow lights flying extremely low and above me."
2021-02-09 11:15:00,"Bright light with meteor like gas from rear"
2021-02-07 01:15:00,"One white circular and three white rectangular objects without wings  flying at height of planes seen for 5 minutes Feb 6, 2021 at dusk"
2021-01-27 11:55:00,"My son and I were heading out of the house for school. We live on a hill overlooking our small town. There are always amber Street ligh"
2021-01-15 18:04:00,"Large object, resembling a flat iron, sat motionless off the highway."
2021-12-23 23:15:00,"Saw 15 orange fire balls"
2021-12-21 03:30:00,"Orange glow spheres traveling west to east going prob 10-20 mph with orange /yellow glow"
2021-12-15 03:30:00,"Saw unusual bright star? Satellite in sky"
2021-12-14 14:15:00,"I saw a sphere of light shoot through the clouds."
2021-12-14 11:00:00,"Object was Pretending to be a Star"
2021-12-10 00:30:00,"I walked outside of my front door to take trash out and immediately noticed an extremely bright light in the sky."
2021-11-23 18:22:00,"It was a big grayish metal looking ball flying around us I'm different directions before it left the area in a straight line."
2021-11-16 01:29:00,"Orbs in patterns"
2021-11-14 15:40:00,"S-W 7 or so white sphere's playing in mid air moving from side to side like disappearing and reappearing back and forth up and down."
2021-11-01 19:02:00,"Conducted CE5 protocols and immediately spotted a circular hovering craft monitoring me in the sky."
2021-11-01 04:25:00,"Halloween Night - burning bright orange UFO in the Southwest Desert."
2021-10-27 14:00:00,"Whitish sphere with red flashing light moving steady from E to W never changing its plane.  ((NUFORC Note:  Possibly 9 p.m.?  PD))"
2021-10-16 21:00:00,"Saw roating round globe moving low above our treeline rotating white to black."
2021-10-11 18:55:00,"Bright white round object with a more dim object moving across blue sky East to West."
2021-10-08 21:45:00,"Sphere seen twice in close proximity and less than 6 months between the 2 sightings ."
2021-10-06 00:42:00,"While walking our dog around the neighborhood we noticed a bright spherical shape/light moving slow in a strange path and about as high"
2021-10-04 10:45:00,"This morning at 6:45am I was out smoking a cigar on Howard Ave next to the river. As I was smoking I peered into a clear morning sky wi"
2021-09-30 04:08:00,"As I was driving down Washington Avenue in Albany, Ny I noticed a red sphere floating across the sky just below or even with the clouds"
2021-09-30 01:31:00,"We saw 2 orbs turn into 3 orbs then into 4 orbs."
2021-09-20 05:00:00,"Brightspear light that rotates and pulsates when it moves bright white and red"
2021-09-06 07:00:00,"Fairbanks PD sees UFO"
2021-09-05 02:30:00,"Definitely not an aircraft."
2021-09-04 22:30:00,"Two formations of smaller objects came together to form two larger objects disappeared and reappeared miles away."
2021-08-29 19:30:00,"Spherical White Object Seen from Aircraft While Landing at SeaTac Airport"
2021-08-28 21:47:00,"Odd object moving with no sound"
2021-08-19 01:11:00,"It looked like a sphere surrounded by a fiery orange mist. Going North west. I spotted it over the Applebees restaurant."
2021-08-16 09:15:00,"UFO Sighting Report  Monday, August 16, 2010 Commencing 03:15 MDT  My brother and I planned a two-day fly fishing float trip down the"
2021-08-13 03:05:00,"Spherical Light UFO traveling low, fast, and making quick turns."
2021-07-27 08:00:00,"Large Spherical light above Idyllwild"
2021-07-17 03:45:00,"3 spherical objects flying in formation"
2021-07-11 01:15:00,"6 orange globes in the night sky over Rehoboth Beach."
2021-07-02 22:00:00,"Bright shiny metallic sphere moving slowly for 1 minute and stopping suspended for 2 min"
2021-07-02 22:00:00,"Whitish globe over Miramar NAS"
2021-06-24 14:10:00,"UFO chased by a military helicopter at approximately 10:10 EST, near Saratoga Springs, NY"
2021-06-18 04:10:00,"A sphere of light was flying in front of my ring camera and a sound came out of it .."
2021-06-16 09:00:00,"My boyfriend and I were up early this morning and as we were watching the sky, this circle shaped object and red objects darted across"
2021-06-16 03:00:00,"Aircraft taking-off seen trailed by two unidentified object / vehicles"
2021-06-14 02:00:00,"Round white sphere moving VERY fast"
2021-06-13 21:00:00,"Silvery object traveling westerly."
2021-06-09 21:14:00,"Small White Round Object No Wings, Tail, or Rotor"
2021-06-05 02:30:00,"Round chrome object zips back and forth erratically through isolated down pour reflecting sun flashes before it froze and disappeared."
2021-06-04 09:42:00,"Ashland sphere sighting"
2021-06-04 03:02:00,"Steeply ascending small round object with trail separated from it and moved chaotically then disappeared and reappeared."
2021-05-28 02:00:00,"came out of the South West 3 white solid spheres. complete synchronicity from speed to separation.(gave me the feeling it was one objec"
2021-05-23 22:45:00,"6 or 7 white metallic spheres hovering over burbank blvd in sherman oaks/van nuys."
2021-05-23 05:00:00,"There was a saucer shape aircraft with light going in a spinning motion, then a another aircraft with bright lights moving to the right"
2021-05-20 00:15:00,"Two black UFO over Atlanta one coming close to jet plane."
2021-05-18 18:30:00,"White ball traveling at very high speed, observed on clear sunny day."
2021-05-17 01:00:00,"Black spherical ufo"
2021-05-16 03:30:00,"Silver Sphere Ufo"
2021-05-14 10:13:00,"Bright gold ball low in the sky in a perfect straight line going east"
2021-05-12 02:00:00,"2 orange stationary pulsating spheres; then 5 smaller orange spheres moving irratically not pulsating with no sound"
2021-05-10 02:25:00,"My home security camera captured two spheres of light hovering around. It appeared as if they were aware of each other. Then the bigges"
2021-05-09 02:00:00,"ufo in a storm cloud"
2021-05-07 15:35:00,"Was working electrical job in jonesboro woth my boss robert little ,we were in the parking lot the sky wasostly clear with only a few c"
2021-05-07 02:50:00,"Looking towards the west sky, I saw several oval shaped glowing vessels in kind of a line. They were not making any sound but seemed cl"
2021-05-07 04:00:00,"freaked me out"
2021-05-04 00:30:00,"Bright mini sized moon appeared near dusk in the northern sky for about 5 minutes and then zoomed out of sight"
2021-05-02 17:00:00,"7 white objects fly across blue sky and then disappeared"
2021-05-02 02:06:00,"There were several small lights moving across the sky while I was at a stop light"
2021-04-30 05:00:00,"Super bright yellow object... Pointed it out to my friend, me and him were staring at it and it instantly disappeared"
2021-04-27 15:22:00,"Flashing white light hovering near an airport before jetting away at well over 1000 miles an hour without sound."
2021-04-25 14:15:00,"Twinkling lights ball. Stationary in sky before slowly moving away"
2021-04-25 05:00:00,"6 objects. Round. Bright as full moon. Size of seeing venus but larger. Moving west to east. 4 in a diamond formation with two followin"
2021-04-21 02:48:00,"Bright white sphere briefly materialized over Minneapolis."
2021-04-12 03:50:00,"Orange sphere crosses overhead in Portland,  Oregon"
2021-04-11 19:11:00,"Getting Power from the Grand Coulee Dam?"
2021-04-11 03:10:00,"Floating orange lights that showed up, moved across the sky and disappeared within 3 minutes."
2021-04-10 03:00:00,"Red/orange spheres flying across the sky and I have video"
2021-04-06 06:00:00,"Large bright light with smaller lights around.  No sound"
2021-04-06 06:00:00,"It was over the Cascades and a round ship with sparks shooting from it and it was i/4 over the crest. No sound.  Lookes like a hologram"
2021-04-05 02:53:00,"Bright white round light moving slowly from west to east sky then disappeared."
2021-03-28 22:30:00,"Shiny sphere, high altitude, moving steadily west before disappearing"
2021-03-24 03:28:00,"2 orange-yellow balls of light traveled and then stopped, pulsating and flickering in and out"
2021-03-21,"Several amber spheres hovering silently"
2021-03-17 23:22:00,"Two white, spherical shaped craft flying Eastbound over Ventura Boulevard from Sale Avenue. Very slow, maybe about 25mph and at about t"
2021-03-17 03:30:00,"Looping ball of light"
2021-03-15 11:35:00,"Three bright yellow dots seen hovering over houses and a tree before disappearing into thin air"
2021-03-15 04:12:00,"A yellow sphere was sighted above Lake Sammamish in King County.  It size pulsated somewhat in classic UFO form.  It bobbed and wobbled"
2021-03-11 23:30:00,"Strange craft during sunset in the Florida Keys."
2021-03-04 02:25:00,"Happened very quickly like some type of explosion.  ((NUFORC Note:  Flare, or reflection, from Iridium satellite??  PD))"
2021-02-21 05:24:00,"Date observed: Saturday 20 Feb 2021 Approx. time: 2130 while walking our dogs.

Place sighted and where we were. The still pictures a"
2021-02-19 22:15:00,"A  bright green ""dot"" speeding across sky. Definitely not a plane, had no flashing lights.Wasn't a green fireball, ,plane or"
2021-02-15 13:30:00,"Metallic ball, mounted to several legs, took off from the highway."
2021-02-14 10:00:00,"Intense light forced me off the road.  ((NUFORC Note:  Anonymous report.  PD))"
2021-02-05 05:00:00,"Watching a airplane high in sky saw a silver object come out of the clouds west of airplane flew at high rate of dipped from one cloud"
2021-02-05 02:00:00,"Oblect approaches rapidly, pauses and holds position, then rapidly recedes into the sky, all in about ten seconds."
2021-02-04 23:50:00,"Strange moving color changing sphere"
2021-02-03 18:32:00,"short series of photos shows spherical object traveling east.  (((NUFORC Note:  Possibly lens flares??  PD))"
2021-02-01 06:50:00,"3 Bright Hovering Spheres in night sky"
2021-01-29 21:00:00,"Spherical object enters atmosphere and flies away."
2021-01-28 11:00:00,"Security camera captured a white sphere maintaining a steady altitude for hrs."
2021-01-27 20:20:00,"spherical objects with lights moving in a calculated way"
2021-01-26 18:45:00,"Was driving home south bound on highway 287 with female companion in the passenger seat. At about 11:45pm she and I notice this orange"
2021-01-23 02:00:00,"Spotted a red sphere that appeared to be flying a little lower than typical passenger plane altitude. It looked like a bright red star."
2021-01-23 01:15:00,"Small red blinking sphere"
2021-01-20 00:40:00,"A sphere shaped object with aura at sunset"
2021-01-17 23:00:00,"My wife and I were playing outside with our 5 year old when I noticed 3 spheres passing in front of the moon. There was one sphere lead"
2021-01-17 00:49:00,"Noticed a white light expanding and contracting approximately 300 yards from my window. It approached my direction at around 500 feet a"
2021-01-14 01:00:00,"Hovering Light"
2021-01-12 02:00:00,"Bordentown NJ Fire Orange Sphere's"
2021-01-11 08:00:00,"Multicolor object that seemed to change colors green red blue i have video of it a metal ball that changed colors"
2021-01-07 02:15:00,"Saw a spherical object with extremely brilliant white, blue, yellow, reddish lights that glistened and pulsated."
2021-01-01 02:31:00,"Glowing Sphere over roof tops at Merrill Ranch in Florence AZ"
2021-12-13,"What I thought was a shooting star bounced and sped away in a different direction faster than it was moving before"
2021-10-21 11:58:00,"Early morning, full moon star on left of moon started moving from our left to our right, crossing in front of the moon and continued"
2021-11-12 02:00:00,"Bright object seen for several minutes in western sky"
2021-09-19 13:41:00,"My boyfriend and I were walking the Quinebaug Trail in Plainfield Connecticut and I took a picture of the sun rays coming through the t"
2021-09-10 01:00:00,"Driving in my car I saw a black object floating in the sky over a field.   I pulled over to get a better look.  It was moving but not v"
2021-09-09 05:20:00,"was driving to work i looked up and saw 3 teardrop shaped crafts that were rockets a few mile apart from each other in guessing I drove"
2021-08-25 04:45:00,"Teardrop/tic-tac spotted with a greenish white tail as it vanished into thin air."
2021-06-30 00:30:00,"Three small craft moving silently over railroad tracks"
2021-06-24 19:00:00,"White egg/teardrop craft seen hovering near Abilene, TX"
2021-06-09 02:00:00,"Super bright inverted teardrop in western sky for over 30 minutes"
2021-06-05 23:00:00,"UFO over Ontario California"
2021-02-15 14:00:00,"UFO 20 of them with unique moves of t;Understanding, Dancing maybe as if I was watching and they KNEW  ((Starlink satellites??))"
2021-02-11,"Me and My fiance seen a craft the size of a football field glide silently over the road in front of our car."
2021-01-19 15:25:00,"At 9:25am, I was backing out of driveway, I looked up to my left, and at about 1-2 miles in the air at 10:00 (time Angle), I saw a tear"
2021-12-20 17:15:00,"Saw 60+ white reflective triangle aircrafts"
2021-12-19 05:45:00,"3 Boomerang shaped craft flying in formation"
2021-12-17 04:45:00,"Look like 1 or 3 crafts from North traveling south in tight formation. Seemed to bob up and down as they traveled."
2021-12-17 01:15:00,"Saw triangular shaped object"
2021-12-14 22:30:00,"Silent triangular craft about 75 yrds above road"
2021-12-12 03:00:00,"Flying in a line from west to east, coming from around north Long Beach CA"
2021-12-11 22:45:00,"triangular aircraft hovering above tree line.  ((Profanity in video.))"
2021-12-11 00:30:00,"One red light moving switly west to east, becoming 3 red lights in a triangle shape after passing our zenith"
2021-11-24 04:15:00,"Squadron of 12 triangular objects flying in linear formation"
2021-11-18 01:15:00,"Noiseless, triangular craft spotted flying low over Phoenixville, PA parking lot"
2021-11-18 01:15:00,"Silent triangular flying object with flashing red lights"
2021-11-11 05:28:00,"The craft was flying at about 500 ft when it flew over my vehicle, it made no sounds and was traveling about 5 mph"
2021-11-11 04:00:00,"We saw 2 lights that faded in and out of the sky. They stopped and changed direction. I used a spot light and pointed it at them and 2"
2021-11-10 02:25:00,"Black (TR-3B) Triangle shape 300 feet wide 20 feet thick 200 feet away."
2021-11-10 01:00:00,"2 people witnessed a triangular-shaped UFO above a lake before disappearing completely."
2021-11-09 10:25:00,"3 lights in triangle formation"
2021-11-09 01:00:00,"At 20:00 hours my husband and I were Traveling down the highway when just above the tree tops we saw a triangle craft. It had a bright"
2021-11-07 02:10:00,"Massive triangle shaped object flew over head for a few seconds and disappeared"
2021-11-05 01:45:00,"Orange object in sky."
2021-11-05 02:40:00,"Lights tracing up the Owen's valley"
2021-11-01 00:21:00,"Triangle object hovering above power lines"
2021-10-31 16:21:00,"Triagle apex formed lights drifting past camera"
2021-10-31 06:00:00,"Standing in the front yard at my mothers after hearing a noise that drew me outside."
2021-10-28 23:15:00,"One gray triangular aircraft the size of a large jet with a white light at each point, and a red light in the middle"
2021-10-27 23:15:00,"Strange object in sky with bright lights"
2021-10-27 03:00:00,"V shaped formation with White Lights boardering the edges with black middle. Vert large size..no sound was floating fast for 7 seconds"
2021-10-14 00:15:00,"There was a strange triangular object in the sky over route 90 heading east. We were outside in the hot tub and saw it. Sometime betwee"
2021-10-11 00:52:00,"Sitting out on the beach by the Diamond Hotel in Fort Myers Beach watching the stars. All of a sudden, my partner and I saw a triangle"
2021-10-08 00:30:00,"No stars in the sky.  Object with 3 amber lights that did not move for 15-20 min. until it slowly  disappeared in the sky."
2021-10-08 00:24:00,"triangular craft seen distorting star-field above and then leaving as a bright orange ball of light."
2021-10-07 00:03:00,"triangle pattern of lights seen over Kent Ohio"
2021-10-06 22:50:00,"Metallic triangle at a high speed, appeared to have a hole on the bottom."
2021-10-05 03:53:00,"Bright Unidentified Light(s) During Unusual LA Thunderstorm"
2021-10-04 19:23:00,"The object looked like a triangle, 3 bright white lights were on the ends of the aircraft, it looked like it was heading to Scott AFB."
2021-10-01 00:59:00,"Traveling east on Lewis Center Rd I spotted what I initially thought was lights from a cell phone tower. This was odd because I did not"
2021-09-30 01:15:00,"A small, triangular object that was orange; it reminded me of a flame; was moving at a slow steady pace and appeared low and close."
2021-09-28 03:09:00,"A triangular-shaped aircraft moved very smoothly from North to South. It had very dim lights on the front 2 sides of the triangle >."
2021-09-24 08:00:00,"Two triangular shaped craft accompanied by loud roaring sound seen traveling west to east."
2021-09-24 05:05:00,"9/23/2021 WENATCHEE WA TRIANGLE 5 MINUTES 2 PEOPLE WITNESSED A CRAFT FLOAT QUIETLY SOUTH TO NORTH"
2021-09-20 01:30:00,"Possible UFO sighting"
2021-09-14 05:53:00,"It was sitting on saddle junction mountain to the southwest side. We had never seen such a huge bright light. Was the size of at least"
2021-09-08 10:47:00,"MADAR Node 182 operator reported observing a trianglular UFO"
2021-09-07,"As my boyfriend and I drove down the street, we saw a golden glowing triangular shape moving slowly away from us. I watched it closely"
2021-09-06 06:00:00,"Was sitting upstairs feeding baby and looking out window to pass time. Saw lights in the form of a triangle above the house across the"
2021-09-04 07:15:00,"Bright light floating around"
2021-09-04 05:00:00,"I'm standing outside smoking a wine black n mild..looking up @the stars,as always..to my upper right,I see somewhat of a V-shaped craft"
2021-09-04 00:45:00,"Triangle craft, moving fast in straight line towards horizon."
2021-08-19 13:45:00,"Slow flying triangle craft with flashing lights on all three points"
2021-08-19 01:30:00,"Large black triangle 2 red lights in front one white in rear, completely silent"
2021-08-19 00:25:00,"Triangle shape with green and red blinking lights and one static white light hovering in the north sky over Barre VT before flying off"
2021-08-15 01:00:00,"My son calls me outside around 9pm it tells coming outside and look at all these object circling in the sky. The sky was partly cloudy."
2021-08-13 09:30:00,"Fast moving triangular craft observed through a third generation night vision scope while observing the Perseids meteor shower."
2021-08-11 02:00:00,"hovering triangle over highway"
2021-08-08 01:15:00,"Several aircraft spotted darting across the clear blue sky"
2021-08-04 04:30:00,"Triangle lighted object that sat motionless and silent for a several minutes over rural, central Oklahoma"
2021-08-04 03:27:00,"I was laying in bed at night and looked out my window and saw a bright orange light. I walked up to my window and saw that it was gravi"
2021-07-31 06:00:00,"I let my dog out just after 2 a.m and saw 2 bright blueish silver fast flashing triangular objects.  One over the other a small distanc"
2021-07-27 04:00:00,"Saw triangle dotted reddish lights from my bedroom window, which began to slowly move and change to bright light, then disappeared."
2021-07-27 04:00:00,"Red dots in triangle form, stationary, then move slowly in straight line, changing to bright white light, and disappeared."
2021-07-24 01:15:00,"Heard a sound not far above us. Looked up, saw a huge ship hovering above almost still, bright light from the center, just watching"
2021-07-22 04:24:00,"White sparkling lights in a triangle stationary in the sky"
2021-07-16 01:00:00,"I saw a black triangle three times, once over my house and once over a field and once following me home."
2021-07-13 02:16:00,"Triangle shape craft with lights at points and center made low turn over tree line and disappeared into trees."
2021-07-12 06:30:00,"Stepped outside around 11:30 pm was looking south east and saw a faded triangle shape light fly from west to east at a very high speed"
2021-07-11 04:30:00,"Bright yellow lights shifting from triangle formation to line formation, lasted about 20 minutes seen west of USC."
2021-07-10 14:15:00,"We were sitting in the back yard by the fire pit talking. It was a clear night sky. After about an hour, I happened to look up and saw"
2021-07-09 00:45:00,"Black triangle with 3 light in each corner and Orange middle hue hovering approx 200ft off ground"
2021-07-08 14:30:00,"Triangular craft silently glided right over my head when i was in the car"
2021-07-04 14:49:00,"The bright orange /yellow lights smoothly and slowly  glided  across the sky, maintaining a triangular formation. The point of the tria"
2021-07-04 10:45:00,"4 dim lights in shape of triangle"
2021-06-28 19:48:00,"At 3:47 pm at the end of June, I had the urge to leave my work desk (insurance agent) and eat crackers while looking out the window. I"
2021-06-28 01:00:00,"Saw a large shiny object in the sky that had two bright lights on either side. It was shiny and hovering, planes flying behind and infr"
2021-06-26 02:30:00,"Triangular shaped craft silently skating/ flying over house and neighborhood"
2021-06-19 11:00:00,"A large dark triangular aircraft flying slowly overhead in Leesburg, FL at 7am on a Saturday"
2021-06-17 01:30:00,"UFO near Streetsboro, OH with loud explosion"
2021-06-14 18:15:00,"Noticed 8 black objects very high. Broke away and did some unbelievable maneuvers. When video is slowed down to see orbs and tic tac"
2021-06-12 06:00:00,"UFO'S RESPOND TO PURE INTENT, CONSCIOUS COMMUNICATION, AND EVEN LIGHT COMMUNICATION!!!"
2021-06-10 14:00:00,"2 triangle shaped, 9 small circular, 1 fast blue flash object"
2021-06-10 01:46:00,"Pa. Triangular shape hovering  50ft with two steady lights in front, multiple blinking lights on sides and bottom and visible 5-7 min"
2021-06-05 08:18:00,"3 rectangular objects forming a triangle"
2021-05-28 21:40:00,"Six triangle flying objects flying high in circular motion and then just disappeared"
2021-05-22 04:00:00,"Me and a couple friends were at a park when I was looking up and saw 3 satellites or small silent craft moving at the same speed in a t"
2021-05-21 02:25:00,"Large dark, triangular UFO with three white lights on corners was seen hovering without movement or sound at night near Charlotte, NC."
2021-05-21 01:36:00,"Triangles in formation"
2021-05-19 21:25:00,"Triangular object over the Hudson River"
2021-05-19 16:25:00,"Triangular Pod Craft over New Providence"
2021-05-19 14:50:00,"Triangle ufo"
2021-05-16 05:39:00,"My father and I were coming back from Lake Lowell and on our way back home we noticed a long low glowing bar of light floating along th"
2021-05-09 13:30:00,"Flat all black almost like felt material coming toward road I was on. I thought it was a medical helicopter landing for a car accident,"
2021-05-07 06:24:00,"Around 2:24am, I was driving up rte 16 going north & as I past the old exit 8 to my left of me about 8 to 10 stories high above a tree"
2021-05-02 09:00:00,"Large triangular object with soft points, light blue edges and black towards the center. It was moving incredibly fast. It was moderate"
